npy_filepath,label,original_size,new_size,original_file_path,split
"train/TCGA-55-1594-01Z-00-DX1-11570-37504-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(283, 236)","(283, 236)","1.training/TCGA-55-1594-01Z-00-DX1-11570-37504-[1, 0, 0].png",train
"train/436219-20173-48057-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(264, 203)","(264, 203)","1.training/436219-20173-48057-[1, 1, 0].png",train
"train/1004276-51979-19277-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(252, 165)","(252, 165)","1.training/1004276-51979-19277-[1, 1, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-98200-57091-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(280, 270)","(280, 270)","1.training/TCGA-86-8279-01Z-00-DX1-98200-57091-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-97967-55043-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(222, 263)","(222, 263)","1.training/TCGA-53-A4EZ-01Z-00-DX1-97967-55043-[0, 1, 0].png",train
"train/440930-10141-15856-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(278, 203)","(278, 203)","1.training/440930-10141-15856-[1, 0, 0].png",train
"train/1222870-19721-3764-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(235, 279)","(235, 279)","1.training/1222870-19721-3764-[0, 0, 1].png",train
"train/1209559-17422-11545-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(269, 283)","(269, 283)","1.training/1209559-17422-11545-[1, 1, 0].png",train
"train/449636-28846-8028-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(252, 250)","(252, 250)","1.training/449636-28846-8028-[0, 0, 1].png",train
"train/1218745-21582-34809-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(263, 263)","(263, 263)","1.training/1218745-21582-34809-[1, 1, 0].png",train
"train/1115189-29403-33946-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(258, 205)","(258, 205)","1.training/1115189-29403-33946-[0, 1, 0].png",train
"train/1115849-14983-15090-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(269, 282)","(269, 282)","1.training/1115849-14983-15090-[1, 1, 0].png",train
"train/1009800-43300-51960-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(154, 189)","(154, 189)","1.training/1009800-43300-51960-[0, 0, 1].png",train
"train/1138508-11469-14755-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(241, 173)","(241, 173)","1.training/1138508-11469-14755-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-75175-48774-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(222, 291)","(222, 291)","1.training/TCGA-55-1594-01Z-00-DX1-75175-48774-[1, 1, 0].png",train
"train/1004276-51808-18197-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(230, 213)","(230, 213)","1.training/1004276-51808-18197-[1, 1, 0].png",train
"train/1209158-22531-36915-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(254, 159)","(254, 159)","1.training/1209158-22531-36915-[1, 1, 0].png",train
"train/1209158-24766-29601-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(266, 289)","(266, 289)","1.training/1209158-24766-29601-[1, 1, 0].png",train
"train/449636-19457-39979-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(262, 281)","(262, 281)","1.training/449636-19457-39979-[1, 1, 0].png",train
"train/1222870-21865-12233-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(288, 212)","(288, 212)","1.training/1222870-21865-12233-[0, 0, 1].png",train
"train/440930-48445-20144-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(207, 270)","(207, 270)","1.training/440930-48445-20144-[1, 0, 0].png",train
"train/1021305-24945-34587-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(263, 281)","(263, 281)","1.training/1021305-24945-34587-[0, 1, 0].png",train
"train/1208248-29247-23005-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(192, 205)","(192, 205)","1.training/1208248-29247-23005-[1, 1, 0].png",train
"train/1121662-18689-17938-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(296, 213)","(296, 213)","1.training/1121662-18689-17938-[1, 1, 0].png",train
"train/1122944-27389-46944-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(190, 296)","(190, 296)","1.training/1122944-27389-46944-[1, 0, 0].png",train
"train/1009800-10869-38029-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(276, 205)","(276, 205)","1.training/1009800-10869-38029-[1, 1, 0].png",train
"train/1023348-17518-61917-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(151, 285)","(151, 285)","1.training/1023348-17518-61917-[0, 1, 0].png",train
"train/1209158-24766-35696-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(210, 218)","(210, 218)","1.training/1209158-24766-35696-[1, 0, 0].png",train
"train/1222870-19356-4464-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(239, 221)","(239, 221)","1.training/1222870-19356-4464-[0, 0, 1].png",train
"train/1114839-32337-46030-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(299, 184)","(299, 184)","1.training/1114839-32337-46030-[1, 1, 0].png",train
"train/449636-26718-8964-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(210, 221)","(210, 221)","1.training/449636-26718-8964-[0, 0, 1].png",train
"train/1125346-37158-30600-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(153, 297)","(153, 297)","1.training/1125346-37158-30600-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-28330-29362-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(280, 191)","(280, 191)","1.training/TCGA-67-6217-01A-01-TS1-28330-29362-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-65415-33955-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(239, 157)","(239, 157)","1.training/TCGA-55-1594-01Z-00-DX1-65415-33955-[1, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-72186-9412-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(176, 174)","(176, 174)","1.training/TCGA-78-8662-01Z-00-DX1-72186-9412-[0, 0, 1].png",train
"train/1121662-27239-43808-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(150, 214)","(150, 214)","1.training/1121662-27239-43808-[1, 1, 0].png",train
"train/1115849-38756-37344-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(271, 164)","(271, 164)","1.training/1115849-38756-37344-[1, 1, 0].png",train
"train/444302-21046-45873-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(252, 236)","(252, 236)","1.training/444302-21046-45873-[1, 1, 0].png",train
"train/TCGA-55-6983-01Z-00-DX1-32858-25258-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(201, 204)","(201, 204)","1.training/TCGA-55-6983-01Z-00-DX1-32858-25258-[0, 1, 0].png",train
"train/1200530-11268-19038-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(201, 203)","(201, 203)","1.training/1200530-11268-19038-[1, 1, 0].png",train
"train/1122944-48259-39007-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(256, 167)","(256, 167)","1.training/1122944-48259-39007-[0, 0, 1].png",train
"train/1206584-42883-48335-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(234, 256)","(234, 256)","1.training/1206584-42883-48335-[1, 1, 0].png",train
"train/1222870-22641-5164-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(284, 218)","(284, 218)","1.training/1222870-22641-5164-[0, 0, 1].png",train
"train/1117906-38006-37792-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(250, 167)","(250, 167)","1.training/1117906-38006-37792-[0, 0, 1].png",train
"train/1222870-21439-13853-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(152, 248)","(152, 248)","1.training/1222870-21439-13853-[0, 0, 1].png",train
"train/449636-28977-48575-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(257, 277)","(257, 277)","1.training/449636-28977-48575-[1, 1, 0].png",train
"train/1115849-37892-38415-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(216, 289)","(216, 289)","1.training/1115849-37892-38415-[1, 1, 0].png",train
"train/1114839-32337-27564-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(224, 181)","(224, 181)","1.training/1114839-32337-27564-[1, 1, 0].png",train
"train/1122944-48501-25439-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(283, 297)","(283, 297)","1.training/1122944-48501-25439-[0, 0, 1].png",train
"train/1209158-24021-34477-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(198, 245)","(198, 245)","1.training/1209158-24021-34477-[1, 1, 0].png",train
"train/1122944-39436-51347-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(220, 169)","(220, 169)","1.training/1122944-39436-51347-[0, 0, 1].png",train
"train/446242-21142-22633-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(221, 237)","(221, 237)","1.training/446242-21142-22633-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-71252-47643-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(169, 249)","(169, 249)","1.training/TCGA-53-A4EZ-01Z-00-DX1-71252-47643-[1, 1, 0].png",train
"train/1208368-31613-24210-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(165, 266)","(165, 266)","1.training/1208368-31613-24210-[1, 1, 0].png",train
"train/1222870-18626-5689-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(194, 218)","(194, 218)","1.training/1222870-18626-5689-[0, 0, 1].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-56395-79460-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(267, 174)","(267, 174)","1.training/TCGA-53-A4EZ-01Z-00-DX1-56395-79460-[1, 1, 0].png",train
"train/1003370-16815-47318-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(192, 280)","(192, 280)","1.training/1003370-16815-47318-[0, 1, 0].png",train
"train/1004470-34811-28592-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(211, 192)","(211, 192)","1.training/1004470-34811-28592-[1, 1, 0].png",train
"train/446242-21142-41902-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(216, 263)","(216, 263)","1.training/446242-21142-41902-[1, 1, 0].png",train
"train/1021305-49895-16497-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(236, 191)","(236, 191)","1.training/1021305-49895-16497-[0, 1, 0].png",train
"train/1222870-17166-3414-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(296, 281)","(296, 281)","1.training/1222870-17166-3414-[0, 0, 1].png",train
"train/1032888-26483-37198-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(263, 172)","(263, 172)","1.training/1032888-26483-37198-[0, 1, 0].png",train
"train/1004276-22936-36393-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(211, 213)","(211, 213)","1.training/1004276-22936-36393-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-26004-36851-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(170, 300)","(170, 300)","1.training/TCGA-67-6217-01A-01-TS1-26004-36851-[0, 1, 0].png",train
"train/1122944-30220-54307-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(230, 171)","(230, 171)","1.training/1122944-30220-54307-[0, 0, 1].png",train
"train/1208248-38577-51193-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(293, 173)","(293, 173)","1.training/1208248-38577-51193-[1, 1, 0].png",train
"train/1021305-37420-32577-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(173, 227)","(173, 227)","1.training/1021305-37420-32577-[0, 1, 0].png",train
"train/449636-23526-10836-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(274, 273)","(274, 273)","1.training/449636-23526-10836-[0, 0, 1].png",train
"train/1021408-24265-14921-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(300, 249)","(300, 249)","1.training/1021408-24265-14921-[0, 1, 0].png",train
"train/1121662-15839-17938-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(282, 281)","(282, 281)","1.training/1121662-15839-17938-[1, 1, 0].png",train
"train/1122944-22767-30664-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(166, 238)","(166, 238)","1.training/1122944-22767-30664-[1, 1, 0].png",train
"train/1031280-22676-31692-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(152, 207)","(152, 207)","1.training/1031280-22676-31692-[1, 1, 0].png",train
"train/1022068-25697-51431-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(169, 300)","(169, 300)","1.training/1022068-25697-51431-[1, 1, 0].png",train
"train/447079-8590-56050-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(182, 254)","(182, 254)","1.training/447079-8590-56050-[0, 0, 1].png",train
"train/1115849-44119-20585-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(266, 193)","(266, 193)","1.training/1115849-44119-20585-[1, 1, 0].png",train
"train/1138508-11469-12619-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(276, 211)","(276, 211)","1.training/1138508-11469-12619-[1, 1, 0].png",train
"train/1138508-14065-14221-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(201, 262)","(201, 262)","1.training/1138508-14065-14221-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-6633-9048-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(242, 220)","(242, 220)","1.training/TCGA-67-6217-01A-01-TS1-6633-9048-[1, 1, 0].png",train
"train/1205260-25996-34760-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(185, 287)","(185, 287)","1.training/1205260-25996-34760-[0, 1, 0].png",train
"train/1124863-49600-17943-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(203, 220)","(203, 220)","1.training/1124863-49600-17943-[1, 1, 0].png",train
"train/1021408-27583-28097-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(265, 248)","(265, 248)","1.training/1021408-27583-28097-[1, 0, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-12497-13364-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(173, 168)","(173, 168)","1.training/TCGA-99-7458-01A-01-BS1-12497-13364-[0, 0, 1].png",train
"train/TCGA-97-8175-01Z-00-DX1-101773-19289-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(261, 211)","(261, 211)","1.training/TCGA-97-8175-01Z-00-DX1-101773-19289-[1, 1, 0].png",train
"train/TCGA-55-6981-01A-01-BS1-3856-6088-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(176, 173)","(176, 173)","1.training/TCGA-55-6981-01A-01-BS1-3856-6088-[1, 1, 0].png",train
"train/1121244-27191-12884-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(260, 243)","(260, 243)","1.training/1121244-27191-12884-[1, 1, 0].png",train
"train/1209559-18816-24595-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(205, 288)","(205, 288)","1.training/1209559-18816-24595-[1, 1, 0].png",train
"train/440930-27165-24432-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(196, 287)","(196, 287)","1.training/440930-27165-24432-[1, 0, 0].png",train
"train/436219-39694-38757-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(173, 263)","(173, 263)","1.training/436219-39694-38757-[1, 1, 0].png",train
"train/447079-26636-61221-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(243, 231)","(243, 231)","1.training/447079-26636-61221-[0, 0, 1].png",train
"train/1205260-24402-35713-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(278, 198)","(278, 198)","1.training/1205260-24402-35713-[1, 1, 0].png",train
"train/446242-18480-7646-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(223, 237)","(223, 237)","1.training/446242-18480-7646-[1, 1, 0].png",train
"train/1121662-9620-14397-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(173, 209)","(173, 209)","1.training/1121662-9620-14397-[0, 0, 1].png",train
"train/1200164-11229-18259-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(249, 192)","(249, 192)","1.training/1200164-11229-18259-[0, 1, 0].png",train
"train/1004276-35171-22173-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(197, 278)","(197, 278)","1.training/1004276-35171-22173-[1, 1, 0].png",train
"train/1114839-17065-35478-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(224, 259)","(224, 259)","1.training/1114839-17065-35478-[1, 1, 0].png",train
"train/1124863-25024-20913-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(258, 236)","(258, 236)","1.training/1124863-25024-20913-[1, 0, 0].png",train
"train/1122944-38979-48795-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(274, 255)","(274, 255)","1.training/1122944-38979-48795-[0, 0, 1].png",train
"train/1124863-23488-24873-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(158, 217)","(158, 217)","1.training/1124863-23488-24873-[1, 1, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-65611-15494-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(290, 171)","(290, 171)","1.training/TCGA-97-8175-01Z-00-DX1-65611-15494-[1, 0, 0].png",train
"train/449636-27782-8262-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(229, 155)","(229, 155)","1.training/449636-27782-8262-[0, 0, 1].png",train
"train/436219-31018-48987-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(241, 232)","(241, 232)","1.training/436219-31018-48987-[1, 1, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-70532-15428-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(163, 300)","(163, 300)","1.training/TCGA-97-8175-01Z-00-DX1-70532-15428-[1, 1, 0].png",train
"train/1124863-52672-21408-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(212, 259)","(212, 259)","1.training/1124863-52672-21408-[1, 1, 0].png",train
"train/1205260-24402-29042-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(199, 284)","(199, 284)","1.training/1205260-24402-29042-[1, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-84049-27624-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(156, 265)","(156, 265)","1.training/TCGA-49-4512-01Z-00-DX1-84049-27624-[1, 1, 0].png",train
"train/1114839-18974-27564-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(285, 207)","(285, 207)","1.training/1114839-18974-27564-[1, 1, 0].png",train
"train/1209158-32216-30820-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(150, 204)","(150, 204)","1.training/1209158-32216-30820-[1, 1, 0].png",train
"train/1124863-37312-27843-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(205, 265)","(205, 265)","1.training/1124863-37312-27843-[1, 1, 0].png",train
"train/1222870-18261-4114-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(238, 228)","(238, 228)","1.training/1222870-18261-4114-[0, 0, 1].png",train
"train/1005919-12892-12324-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(287, 209)","(287, 209)","1.training/1005919-12892-12324-[1, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-42355-58992-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(154, 178)","(154, 178)","1.training/TCGA-78-8662-01Z-00-DX1-42355-58992-[1, 0, 0].png",train
"train/449636-43015-48426-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(201, 239)","(201, 239)","1.training/449636-43015-48426-[0, 0, 1].png",train
"train/1115189-31646-46090-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(214, 264)","(214, 264)","1.training/1115189-31646-46090-[0, 1, 0].png",train
"train/1222870-20161-11423-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(173, 275)","(173, 275)","1.training/1222870-20161-11423-[0, 0, 1].png",train
"train/1111462-18202-28218-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(188, 217)","(188, 217)","1.training/1111462-18202-28218-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-31735-30042-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(248, 177)","(248, 177)","1.training/TCGA-67-6217-01A-01-TS1-31735-30042-[1, 1, 0].png",train
"train/1121662-12989-51768-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(164, 192)","(164, 192)","1.training/1121662-12989-51768-[1, 1, 0].png",train
"train/1209559-13240-14155-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(174, 178)","(174, 178)","1.training/1209559-13240-14155-[1, 0, 0].png",train
"train/1203706-36326-51217-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(154, 180)","(154, 180)","1.training/1203706-36326-51217-[1, 1, 0].png",train
"train/1004276-27830-28493-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(217, 286)","(217, 286)","1.training/1004276-27830-28493-[0, 1, 0].png",train
"train/1223954-14303-8051-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(258, 194)","(258, 194)","1.training/1223954-14303-8051-[1, 0, 0].png",train
"train/1115849-31866-51486-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(174, 192)","(174, 192)","1.training/1115849-31866-51486-[1, 1, 0].png",train
